# x,y
0.000000000000000000e+00,1.523585398772156818e+00
2.040816326530612290e-01,-5.116621905629799905e+00
4.081632653061224580e-01,4.085450481322998151e+00
6.122448979591836871e-01,5.452511212110172423e+00
8.163265306122449161e-01,-8.422397934106331974e+00
1.020408163265306145e+00,-4.428431894994639073e+00
1.224489795918367374e+00,3.637952536452836672e+00
1.428571428571428603e+00,2.500419691343313655e+00
1.632653061224489832e+00,5.247106249129951827e+00
1.836734693877551061e+00,2.481969033519022538e+00
2.040816326530612290e+00,1.272685243158194801e+01
2.244897959183673741e+00,1.396809337143878871e+01
2.448979591836734748e+00,1.232515557027172015e+01
2.653061224489795755e+00,1.971367375662275379e+01
2.857142857142857206e+00,1.866407732350512561e+01
3.061224489795918657e+00,1.444572843943637430e+01
3.265306122448979664e+00,2.316820206701807905e+01
3.469387755102040671e+00,1.927888978635895967e+01
3.673469387755102122e+00,3.138100619208405107e+01
3.877551020408163573e+00,2.982117427680551813e+01
4.081632653061224580e+00,3.239513841134491656e+01
4.285714285714285587e+00,3.333004615553130634e+01
4.489795918367347483e+00,4.642924147054633721e+01
4.693877551020408490e+00,4.329232551760268422e+01
4.897959183673469497e+00,4.583836921904702422e+01
5.102040816326530503e+00,5.030097323048262581e+01
5.306122448979591510e+00,5.897141681489710408e+01
5.510204081632653406e+00,6.255191836430270058e+01
5.714285714285714413e+00,6.736978550695953061e+01
5.918367346938775420e+00,7.220824912166165177e+01
6.122448979591837315e+00,8.567700101976257088e+01
6.326530612244898322e+00,7.801790409342054033e+01
6.530612244897959329e+00,8.273657894106464994e+01
6.734693877551020336e+00,8.664333960740700036e+01
6.938775510204081343e+00,9.937310827489329768e+01
7.142857142857143238e+00,1.076856777901350739e+02
7.346938775510204245e+00,1.073852814539163774e+02
7.551020408163265252e+00,1.098350360241836086e+02
7.755102040816327147e+00,1.161608092484909349e+02
7.959183673469388154e+00,1.299501734351668460e+02
8.163265306122449161e+00,1.369940717723021066e+02
8.367346938775510168e+00,1.427407609291977622e+02
8.571428571428571175e+00,1.436112269737606084e+02
8.775510204081632182e+00,1.551799652992152971e+02
8.979591836734694965e+00,1.618495681544083880e+02
9.183673469387755972e+00,1.697731597683181519e+02
9.387755102040816979e+00,1.806170356015277321e+02
9.591836734693877986e+00,1.851246416339192535e+02
9.795918367346938993e+00,1.953146011348096920e+02
1.000000000000000000e+01,2.003378953474444586e+02
